Gateway Name	Gateway SN	Gateway IP Address	Gateway MAC Address	Device Name	Device Local ID	Device Type ID	Device Type Name	Logging Interval	Historical Intervals
Lo Echevers 400	DN20062SE000100	192.168.78.5	00:80:67:FA:58:70	Colo Colo_BetterComerce	17	10000	iEM3250	15	2943

			Topic ID1	Topic ID2	Topic ID3	Topic ID4	Topic ID5	Topic ID6	Topic ID7	Topic ID8	Topic ID9	Topic ID10	Topic ID11	Topic ID12	Topic ID13	Topic ID14	Topic ID15	Topic ID16	Topic ID17	Topic ID18	Topic ID19	Topic ID20	Topic ID21	Topic ID22
			1001	1003	1004	1005	1014	1015	1016	1017	1018	1019	1020	1021	1034	1039	1040	1041	1042	1601	1662	3400038	3400039	3400040

Error	UTC Offset (minutes)	Local Time Stamp	Frequency (Hz)	Current A (A)	Current B (A)	Current C (A)	Voltage A-B (V)	Voltage B-C (V)	Voltage C-A (V)	Voltage L-L Avg (V)	Voltage A-N (V)	Voltage B-N (V)	Voltage C-N (V)	Voltage L-N avg (V)	Power factor ()	Active power A (W)	Active power B (W)	Active power C (W)	Active power (W)	Active energy delivered (Wh)	Active energy delivered count positively non reset (Wh)	Active energy delivered A (Wh)	Active energy delivered B (Wh)	Active energy delivered C (Wh)
0	-240	06-24-2026 00:00:00	49,9840087890625	5,587438106536865	14,007267951965332	6,117724418640137	390,47503662109375	390,0558166503906	393,2764587402344	391,2691345214844	226,57284545898438	224,60903930664063	226,51580810546875	225,89923095703125	0,9359390139579773	1114,7618293762207	3059,448719024658	1199,3802785873413	5373,59094619751	164490671	164490672	56178669	51459052	56852974
0	-240	06-24-2026 00:15:00	50,085323333740234	5,298755645751953	14,236737251281738	7,136946201324463	391,1436462402344	390,607421875	393,4855651855469	391,7455749511719	226,80824279785156	225,099609375	226,6155548095703	226,17445373535156	0,9290390014648438	1061,2784624099731	3124,234676361084	1346,6370105743408	5532,1502685546875	164492072	164492074	56178976	51459817	56853302
0	-240	06-24-2026 00:30:00	50,06233215332031	5,320774078369141	11,951102256774902	5,986447334289551	393,6142883300781	392,96502685546875	395,6978759765625	394,0924072265625	228,18768310546875	226,52719116210938	227,87319946289063	227,52935791015625	0,9238020181655884	1065,5162334442139	2599,4160175323486	1186,5426301956177	4851,474761962891	164493853	164493854	56179447	51460592	56853837
0	-240	06-24-2026 00:45:00	50,009033203125	5,133771896362305	13,362753868103027	5,760335445404053	389,6434326171875	389,0850524902344	392,2051086425781	390,3111877441406	226,05235290527344	224,14541625976563	225,8408203125	225,3462371826172	0,9393900036811829	1028,4497737884521	2914,594888687134	1138,3953094482422	5081,439971923828	164495216	164495218	56179743	51461337	56854159
0	-240	06-24-2026 01:00:00	50,12979507446289	5,123841285705566	13,851847648620605	5,642244338989258	390,45062255859375	389,795166015625	392,2952575683594	390,8470153808594	226,23687744140625	224,68052673339844	226,0493621826172	225,6555938720703	0,9398589730262756	1017,6644325256348	3032,5968265533447	1112,6646995544434	5162,926197052002	164496542	164496543	56180013	51462083	56854470
0	-240	06-24-2026 01:15:00	50,050201416015625	1,7352584600448608	8,970303535461426	3,509983777999878	390,4423522949219	390,2616882324219	392,313232421875	391,0057678222656	226,20559692382813	224,91275024414063	226,12364196777344	225,74732971191406	0,999783992767334	278,5347104072571	1958,8522911071777	779,3615460395813	3016,7484283447266	164497417	164497418	56180155	51462657	56854628
0	-240	06-24-2026 01:30:00	50,09748458862305	5,376338005065918	13,368535041809082	5,870209693908691	389,68988037109375	389,2406311035156	391,59857177734375	390,1763610839844	225,77183532714844	224,3256378173828	225,70791625976563	225,2684783935547	0,9308189749717712	1063,003659248352	2906,709671020508	1140,8815383911133	5110,594749450684	164498485	164498486	56180364	51463307	56854837
